Username,Date,Text,Geo,Hashtags,,,,
 +Rico_Almighty,1/31/17 14:44,Want some #TuesdayMotivation listen to my podcast about the #WomensMarch #Eminem and WhitePriviledge on iTunes NOW https:// itunes.apple.com/us/podcast/fee l-free-2-disagree-podcast/id1195672810?mt=2 â€_,"Jamaica W.I âœˆï¸è Jamaica, Queens",#TuesdayMotivation #WomensMarch #Eminem,,,,
 +UrbaneBox,1/31/17 14:44,#goodmorning What's in your UrbaneBox this month? #urbanebox #urbane #boots #womensmarch #womenstyle ... http:// fb.me/7vHjEG8fZ,"Durham, NC",#goodmorning #urbanebox #urbane #boots #womensmarch #womenstyle,,,,
 +UrbaneBox,1/31/17 14:44,#goodmorning What's in your UrbaneBox this month? #urbanebox #urbane #boots #womensmarch â€_ https://www. instagram.com/p/BP8OFCSDOsM/,"Durham, NC",#goodmorning #urbanebox #urbane #boots #womensmarch,,,,
 +Irene905,1/31/17 14:44,"@SpeakerRyan not only a coward, a spineless excuse for a Christian. #standindivisible #WomensMarch is not done protesting. https:// twitter.com/PalmerReport/s tatus/826395468242501633 â€_","New Jersey, USA",#standindivisible #WomensMarch,,,,
 +manito____,1/31/17 14:44,#affordablecareact #obamacare #reproductiverights #womenshealth #resist #womensmarchnyc #womensmarch #whyimarch #istandwithpp https:// twitter.com/mic/status/826 516181842542592 â€_,"New York, NY",#affordablecareact #obamacare #reproductiverights #womenshealth #resist #womensmarchnyc #womensmarch #whyimarch #istandwithpp,,,,
 +ReninaWrites,1/31/17 14:44,I only learned last night that several Black women wore #Blackgirlsarefromthefuture work to the #womensmarch . I... http:// fb.me/15IBsHfO4,DC Living. Oakland = Native.,#Blackgirlsarefromthefuture #womensmarch,,,,
 +houseofali,1/31/17 14:43,I hope we can overcome the blunders of a reality tv fool who would be King. #MuslimBan #NoBanNoWall #WomensMarch #NoDAPL,,#MuslimBan #NoBanNoWall #WomensMarch #NoDAPL,,,,
 +Junebug3,1/31/17 14:43,True! #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell @potus @realdonaldtrump https:// twitter.com/superderek/sta tus/826415440196935681 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts #georgeorwell,,,,
 +WMOWKnoxville,1/31/17 14:42,#wheresmycheck ? Can you please respond so I know who to call? I seemed to have missed the memo. #whyimarch #WomensMarch,"Knoxville, TN",#wheresmycheck #whyimarch #WomensMarch,,,,
 +daniel_isita,1/31/17 14:42,#WomensMarch : redes y calles La bÃºsqueda del futuro - http:// terceravia.mx/2017/01/womens march-redes-calles-la-busqueda-del/ â€_,"Guadalajara, MÃ©xico.",#WomensMarch,,,,
 +liza_otay,1/31/17 14:41,The youngest mother I have ever delivered a baby for in the U.S. was homeless & uninsured. She was 11 years old. #WomensMarch #indivisible https:// twitter.com/PPact/status/8 26513885893046272 â€_,"My Congress is anti-same sex marriage/immigrants, Pro Trump/DeVos, & doesn't believe Global warming is true, Dana Rohrabacher(R)48",#WomensMarch #indivisible,,,,
 +lamAmerica,1/31/17 14:41,DC Women in Tech Spoke up and We Heard Them http:// buff.ly/2kOa0zb #womensmarch #whyimarch,America,#womensmarch #whyimarch,,,,
 +BadIdeasVs,1/31/17 14:40,#WomensMarch Vulgarity doesnâ€™t make you stronger; it cheapens you. Raunchiness makes you look like a piece of meat. https:// afuturefree.com/2017/01/25/dea r-daughter-heres-why-i-didnt-march-for-you/ â€_,,#WomensMarch,,,,
 +RicardoEPerez1,1/31/17 14:40,In agreement with your theory. We must continue to act & oppose @POTUS . #resist #25thendment #WomensMarch #NoBanNoWall,Somewhere in USA,#resist #25thendment #WomensMarch #NoBanNoWall,,,,
 +janingve,1/31/17 14:40,Organizer of #WomensMarch Laura Sarsour is radical Muslim that believes in Sharia Law. Liberal left in bed with Muslim right. pic.twitter.com/jnWd8DOUKh,"Parker, CO",#WomensMarch,,,,
 +TeresaMayNot,1/31/17 14:40,The America Yet to Be: Lessons from #WomensMarch & Trumpâ€™s 1st Week in Office by @SawlSceadu http:// progressivearmy.com/2017/01/30/the -america-yet-to-be/ â€_ via @ProgressiveArmy,Florida,#WomensMarch,,,,
 +brightshadowsas,1/31/17 14:40,31 of the Most Creative Protest Signs From the Global Womenâ€™s March #womensmarch http:// ow.ly/Q25J308vYEU,Toronto,#womensmarch,,,,
 +Advantage4actor,1/31/17 14:40,#WomensMarch #womensmarchlondon #women #womensrightsarehumanrights https:// twitter.com/MHanrattyChurc h/status/826457724242259968 â€_,,#WomensMarch #womensmarchlondon #women #womensrightsarehumanrights,,,,
 +apinktractor,1/31/17 14:39,Another White Male making decisions #Diversity #WomensMarch #IStandWithPP #NoBanNoWall #NoDAPL #StopSessions https:// twitter.com/abc/status/826 494362993336320 â€_,South,#Diversity #WomensMarch #IStandWithPP #NoBanNoWall #NoDAPL #StopSessions,,,,
 +angela7ish,1/31/17 14:39,Respeta Mi Existencia Espera Resistencia https:// flic.kr/p/RiseTC I lost this woman's contact info would like to find her #womensmarch,left coast,#womensmarch,,,,
 +eberry_photog,1/31/17 14:39,From the #WomensMarch in Lancaster pic.twitter.com/pH5giDeNyi,,#WomensMarch,,,,
 +PatShellySSW,1/31/17 14:39,4 short reports on the #WomensMarch by me & #MacroSW chat partners @SunyaFolayan @porndaughter @karenzgoda http:// ow.ly/Bs6r308xJs8 pic.twitter.com/HEc2rINLQm,"Buffalo, NY",#WomensMarch #MacroSW,,,,
 +FoggyTrails,1/31/17 14:38,Don't Forget: Black women chose Hillary as Dem nominee; she couldn't even beat a reality TV con man #WomensMarch @GeauxGabby,,#WomensMarch,,,,
 +kellyryanobrien,1/31/17 14:38,#WomensMarch https:// twitter.com/brandontalks/s tatus/826513982563483649 â€_,"Detroit, MI",#WomensMarch,,,,
 +SamusMcQueen,1/31/17 14:38,"Might be a little late, but here are some thoughts about unity and feminism I wrote after the #WomensMarch : https:// bitchmedia.org/article/trans- exclusion-womens-march-intersectionality â€_ #resist",MA,#WomensMarch #resist,,,,
 +ThoughtsOfAMe,1/31/17 14:38,I am a female that does not care about the #WomensMarch how about we fight for things that really matter like veterans that are homeless?,United States,#WomensMarch,,,,
 +NetflixMulhouse,1/31/17 14:37,"#theresistance #womensmarch #stoppresidentbannon Ban: Exxon Mobil, ConocoPhillips and Marathon did not respond to requests for comment.Aha",,#theresistance #womensmarch #stoppresidentbannon,,,,
 +cjsmarshall,1/31/17 14:37,@seanspicer your puppet strings are showing. @realDonaldTrump new form of slavery? Out of your depth! #WomensMarch #NoBanNoWall,"Chicago, IL",#WomensMarch #NoBanNoWall,,,,
 +taylor_gilbert,1/31/17 14:37,#Women get in his grill! Keep it up! #WomensMarch https:// thinkprogress.org/anti-obamacare -congressman-wont-hold-town-halls-because-the-women-are-in-my-grill-3db80644e8e8#.lzutuqomm â€_,"Austin, TX",#Women #WomensMarch #,,,,
 +ThoughtsOfAMe,1/31/17 14:37,Why hashtag this #WomensMarch have it covered by all forms of media? why is #MarchForLife completely ignored when 700k people participated,United States,#WomensMarch #MarchForLife,,,,
 +altreflexion,1/31/17 14:36,Wonderful @ellebil made me a #pussyhat #pussyhatproject #womensmarch #twitterlove https://www. instagram.com/p/BP8NMqujnjG/,Germany,#pussyhat #pussyhatproject #womensmarch #twitterlove,,,,
 +Larryputt,1/31/17 14:36,"Women Rights MARCH 2018 USA? #ShariaMarch #WomensMarch Her Name=Linda Sarsour(her name meansCockroach""in Arabic) thinks your stupid. Are U? https:// twitter.com/microrex21/sta tus/823282668250931200 â€_""",VA/NC/SC,#ShariaMarch #WomensMarch,,,,
 +edmeyer_able,1/31/17 14:36,@seanhannity it was a #BOGO sale in conjunction with the #WomensMarch you head #resist https:// twitter.com/FreakOutNation /status/826509775869509633 â€_,On the river,#BOGO #WomensMarch #resist,,,,
 +JCC_HombreOmega,1/31/17 14:36,#WarOnMen #WomensMarch pic.twitter.com/aTnI8cWWH2,MÃ©xico,#WarOnMen #WomensMarch,,,,
 +fad_albert,1/31/17 14:36,this sort of exclusionary 'feminism' is what got the #womensmarch in trouble to begin with.,Boston,#womensmarch,,,,
 +cvil06,1/31/17 14:35,#Love : #Boston #WomensMarch #LoveTrumpsHate #signs #latergram #twitter pic.twitter.com/Q41To7KWuW,,#Love #Boston #WomensMarch #LoveTrumpsHate #signs #latergram #twitter,,,,
 +apinktractor,1/31/17 14:35,Stay aware Stay involved #WomensMarch https:// twitter.com/sengillibrand/ status/826233054817636354 â€_,South,#WomensMarch,,,,
 +JCC_HombreOmega,1/31/17 14:35,#DNC #WomensMarch pic.twitter.com/mDQUmJiM57,MÃ©xico,#DNC #WomensMarch,,,,
 +she_fi,1/31/17 14:35,"In honor of #Supergirl 's #melissabenoist , showing solidarity at the #WomensMarch . @womenincomics @NerdyWomen43 https://www. redbubble.com/people/she-fi/ works/25027042-dont-grab-my-pussy â€_",,#Supergirl #melissabenoist #WomensMarch,,,,
 +CrystalTheKing,1/31/17 14:35,#WomensMarch #Trump Celebrity Women Speak Out about Trump's Immigration Ban at the SAG Awards : http://www. sheinspiredher.com/2017/01/celebr ity-women-speak-out-about-trumps.html â€_ @SheInspiredHer pic.twitter.com/Bh8ZmTM0Mg,Worldwide (London based),#WomensMarch #Trump,,,,
 +idolsandegosdet,1/31/17 14:35,#WomensMarch #detroit #newguard http:// m.metrotimes.com/news-hits/arch ives/2017/01/31/detroits-millennial-mayoral-candidate-myya-d-jones-to-speak-at-wsu â€_,"Detroit, MI",#WomensMarch #detroit #newguard,,,,
 +apinktractor,1/31/17 14:34,Amazing #StopSessions #StopDeVos #WomensMarch https:// twitter.com/senatedems/sta tus/826488412505042944 â€_,South,#StopSessions #StopDeVos #WomensMarch,,,,
 +FoggyTrails,1/31/17 14:33,Don't Forget: Black women chose Hillary as Dem nominee; she couldn't even beat a reality TV con man #2CanPlayBlameGame #WomensMarch pic.twitter.com/xnnQpOBti6,,#2CanPlayBlameGame #WomensMarch,,,,
 +NewPoliticsMag,1/31/17 14:33,Veteran socialist-feminist Nancy Holmstrom writes on the 2017 #WomensMarch : is a new women's movement being born? http:// newpol.org/content/womens -march-2017-birth-new-womens-movement â€_,"New York, NY",#WomensMarch,,,,
 +LanceHenderson1,1/31/17 14:32,@foxandfriends @seanhannity seems that #WomensMarch participants did not get the FULL memo from @lsarsour https:// twitter.com/MEMRIReports/s tatus/823074125161922560 â€_,"San Jose, CA",#WomensMarch,,,,
 +itscmwong,1/31/17 14:32,"Just heard this song from C!C!C!'s email. Chills. MILCK - Quiet"" (feat. the #ICANTKEEPQUIET Choir) #WomensMarch https:// youtu.be/QZD05-ZvQFs""","London, UK :: Toronto, CAN",#ICANTKEEPQUIET #WomensMarch,,,,
 +TxMBRUISER,1/31/17 14:32,#WomensMarch pic.twitter.com/UMT2JLPH44,"Fort Worth,TX",#WomensMarch,,,,
 +Valerie33333333,1/31/17 14:32,#WomenMarch #WomensMarch could use #boycottHollywood activists' wisdom/advices https:// twitter.com/myredcar/statu s/826511016049668096 â€_,,#WomenMarch #WomensMarch #boycottHollywood,,,,
 +georgialewis76,1/31/17 14:31,Some thoughts on #WomensMarch and #mansplaining and anger and Trump: http:// therantmistress.blogspot.co.uk/2017/01/in-def ence-of-anger.html â€_,Aussie in the UK via the UAE.,#WomensMarch #mansplaining,,,,
 +KomodiaFndn,1/31/17 14:30,Funny nonpartisan take on #WomensMarch (or shopping spree) by @funnyordie http:// ow.ly/1ZmT308qp5m,"Washington, DC",#WomensMarch,,,,
 +DefNotCIA,1/31/17 14:30,Re: @POTUS Mar A Lago is an island easily choked off by enough bodies. #resist #WomensMarch #StandUpToTrump #MuslimBan #unholytrinity,,#resist #WomensMarch #StandUpToTrump #MuslimBan #unholytrinity,,,,
 +hcbelmont,1/31/17 14:30,Almost 1 million ladies got in formation to take a stand against injustice. Read our new article on the #womensmarch http:// buff.ly/2kif8ep pic.twitter.com/6H9mf9QkRC,"Nashville, TN",#womensmarch,,,,
 +SamMayhew3,1/31/17 14:30,#WomensMarch #womensmarchlondon #TrumpProtest https:// twitter.com/pimpmytweeting /status/825734731568443395 â€_,"England, Great Britain",#WomensMarch #womensmarchlondon #TrumpProtest,,,,
 +PLANETGIVEusa,1/31/17 14:30,Slacktivism Is Out; Protest-Plus Is In https:// nonprofitquarterly.org/2017/01/30/sla cktivism-protest-plus/ â€_ via @annaberrynh #MarchForLife #WomensMarch #marchforscience #NPQ pic.twitter.com/L10VtONUtg,"Atlanta, GA",#MarchForLife #WomensMarch #marchforscience #NPQ,,,,
 +NFFOntario,1/31/17 14:29,"This is our time. Our time to act, our time to be revolutionary in everyday life http:// bit.ly/2kogUKn #WomensMarch #Feminism #Equality","London, Ontario, Canada",#WomensMarch #Feminism #Equality,,,,
 +JulietteMonroex,1/31/17 14:29,#WomensMarch There were many reports of women at the march who didn't want to wait in line for a port a potty and... http:// fb.me/8uEQkLPcd,"California, USA",#WomensMarch,,,,
 +DoveHoVistoTe_B,1/31/17 14:29,"Mettere da parte le differenze per stabilire dei punti fermi"" http://www. iltascabile.com/societa/presen te-femmina/ â€_ @Giulia_B via @ilTascabile #WomensMarch""",Italia,#WomensMarch,,,,
 +jauregui20L75H3,1/31/17 14:29,@Laurenjauregui @womensmarch #WomensMarch #WhyWeMarch #whyIMarch #NoDAPL #NoKXL #WaterIsLife #MniWiconi #illwalkwithyou #LoveTrumpsHate https:// twitter.com/NoticiasVenezu e/status/826491854455713792 â€_,The World,#WomensMarch #WhyWeMarch #whyIMarch #NoDAPL #NoKXL #WaterIsLife #MniWiconi #illwalkwithyou #LoveTrumpsHate,,,,
 +LeighNaturkach,1/31/17 14:28,"12th annual strawberry ceremony Feb. 14 #Toronto to honour #MMIWG . If #WomensMarch was important to you, so is this. https://www. facebook.com/events/1103506 026428929/ â€_",Toronto,#Toronto #MMIWG #WomensMarch,,,,
 +lolapoliticka,1/31/17 14:28,"Absolutely. No to #sessions -- A threat to all of democracy, seriously. #womensmarch #resist https:// twitter.com/womensmarch/st atus/826504132026626049 â€_",,#sessions #womensmarch #resist,,,,
 +PABossBabe,1/31/17 14:27,@realDonaldTrump @POTUS you must be Yuggghley proud! #resist #resisttrumptuesday #WomensMarch https:// twitter.com/salon/status/8 26505450443198464 â€_,,#resist #resisttrumptuesday #WomensMarch,,,,
 +CruzaderGal,1/31/17 14:27,#snowflakes #gender studies #LiberalLogic #WomensMarch pic.twitter.com/1XsNerybX1,Republic of Texas,#snowflakes #gender #LiberalLogic #WomensMarch,,,,
 +veebs47,1/31/17 14:27,So disappointed in @SenatorCollins and @lisamurkowski !!!! #StopDeVos #StandUpToTrump #WomensMarch https:// twitter.com/maramcewin/sta tus/826504978701352962 â€_,Wilsons Foul Domain,#StopDeVos #StandUpToTrump #WomensMarch,,,,
 +KeithLeBlanc63,1/31/17 14:26,#womensmarch #MuslimBan #muslimbanprotest @SenJeffSessions questions Sally Yates during her confirmation hearing http:// ln.is/www.youtube.co m/9isiB â€_,"Worcester County, MA",#womensmarch #MuslimBan #muslimbanprotest,,,,
 +PascoRevolution,1/31/17 14:26,ProgressiveArmy: RT ProgressiveRavn: The America Yet to Be: Lessons from #WomensMarch & Trumpâ€™s 1st Week in Office by SawlSceadu â€_,"Land O' Lakes, FL",#WomensMarch,,,,
 +sperreault_,1/31/17 14:26,In response to the #Fascist I have transitioned to join forces with #ACLU #WomensMarch #Humanrights #NoBanNoWall #StandforSolidarity #Unity,,#Fascist #ACLU #WomensMarch #Humanrights #NoBanNoWall #StandforSolidarity #Unity,,,,
 +RMDeAngelis,1/31/17 14:26,Trump declared his inauguration a 'National Day of Patriotic Devotion.' He got the date wrong by one day. #WomensMarch pic.twitter.com/dbfP7EdM4r,,#WomensMarch,,,,
 +eljapocabron,1/31/17 14:25,#WomensMarch pic.twitter.com/gsX5qgTO9Q,"California, USA",#WomensMarch,,,,
 +TMacGill,1/31/17 14:25,If not for the #WomensMarch there already would have been Executive Orders about women.,,#WomensMarch,,,,
 +jewcymag,1/31/17 14:25,Feeling the legacy of great Jewish women at the #WomensMarch http:// jewcy.com/jewish-social- justice/pussy-hats-galore â€_,NYC,#WomensMarch,,,,
 +evry2min,1/31/17 14:25,How Do You Help #SexualAssault Survivors Feel Safe In #Trump #America ? http:// every2min.com/2017/01/18/upw orthy-this-is-how-you-can-help-sexual-assault-survivors-feel-safe-in-trumps-america â€_ pic.twitter.com/ovCKZScjO9 #womensmarch,United States,#SexualAssault #Trump #America #womensmarch,,,,
 +NoPartyPolitix,1/31/17 14:25,"Oh yeah, so hysterical, there were over 1.3M people at #WomensMarch in DC alone. They weren't there out of love.",United States,#WomensMarch,,,,
 +dan_osullivan,1/31/17 14:25,"Forget conservatism or liberalism for a bit. Perhaps #feminism can get us back on a sane, moderate track. #WomensMarch","Loudonville, NY",#feminism #WomensMarch,,,,
 +Persist_Mom1st,1/31/17 14:24,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,"Tumwater, WA",#womensmarch,,,,
 +abez_hussain,1/31/17 14:24,"#ReasonsToLoveMeIn4Words I'm It,Trump's Sh#t! Lol #StandUpToTrump #BanTrump #NoBanNoWall #SallyYates #MuslimBan #WomensMarch #MAGA #Sessions",,#ReasonsToLoveMeIn4Words #t #StandUpToTrump #BanTrump #NoBanNoWall #SallyYates #MuslimBan #WomensMarch #MAGA #Sessions,,,,
 +SutroLibrary,1/31/17 14:24,Absolutely touched to receive this in the mail thank you CA #WomensMarch marcher!! pic.twitter.com/VrDTsNsxfH,"San Francisco, CA",#WomensMarch,,,,
 +PABossBabe,1/31/17 14:24,Thank you for standing up for American values and protecting our democracy @SenFeinstein #WomensMarch #Indivisible #resisttrumptuesday https:// twitter.com/senfeinstein/s tatus/826448182993383424 â€_,,#WomensMarch #Indivisible #resisttrumptuesday,,,,
 +SM15181,1/31/17 14:24,#WomensMarch #TrumpProtest Where are you when it REALLY matters you hypocrites?! https:// twitter.com/Patrioticgirl8 6/status/826434801133576193 â€_,Universal,#WomensMarch #TrumpProtest,,,,
 +aundreaa,1/31/17 14:23,How this song became the anthem of the #WomensMarch against Donald Trump http:// pinterest.com/pin/4659115239 36674941/ â€_,California,#WomensMarch,,,,
 +ClarkeOward,1/31/17 14:23,Shits on now son #WomensMarch #BlackLivesMatters #MAGA #BrexitBritain #MuslimBan,"East Midlands, England",#WomensMarch #BlackLivesMatters #MAGA #BrexitBritain #MuslimBan,,,,
 +AngryPBlogger,1/31/17 14:23,"@mcuban , lol you're my hero! #MuslimBan #immigrationban #unity #protestmuslimban #WomensMarch #DumpTrump #ImpeachHim #RefugeesWelcome https:// twitter.com/mcuban/status/ 826283302256521216 â€_",,#MuslimBan #immigrationban #unity #protestmuslimban #WomensMarch #DumpTrump #ImpeachHim #RefugeesWelcome,,,,
 +deannalaquian,1/31/17 14:23,"Thank you, @TheDemocrats @SenFeinstein #fight #resist #stopsessions #NoBanNoWall #WomensMarch https:// twitter.com/politico_45/st atus/826507678272872448 â€_",,#fight #resist #stopsessions #NoBanNoWall #WomensMarch,,,,
 +TheNursaholic,1/31/17 14:22,#breastfeeding #breastcancer #mastectomy #mammogram #breastexam #breasthealth #womenshealth #womensmarch ... http:// fb.me/5MCCFGTMK,Texas,#breastfeeding #breastcancer #mastectomy #mammogram #breastexam #breasthealth #womenshealth #womensmarch,,,,
